recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,recordist,license,remarks,background_species,status
XC113821,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,song,,,0,2012-06-19,08:42,,Rating,39.698,-120.453,1500,E,Singing from atop a 25m high pine,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Singing from atop a 25m high pine,Lincoln's Sparrow Melospiza lincolnii,success
XC113827,Certhia americana,Certhia,americana,,Brown Creeper,call,,,0,2012-06-19,06:57,,Rating,39.698,-120.453,1500,E,"3 individuals moving through pines 7-10m away, creeping up then flying back down to bases of trees.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"3 individuals moving through pines 7-10m away, creeping up then flying back down to bases of trees.",Red Crossbill Loxia curvirostra,success
XC114061,Falco sparverius,Falco,sparverius,,American Kestrel,call,,,0,2011-07-14,05:15,,Rating,4.8,-71.35,130,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC114073,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,0,2010-10-15,11:46,,Rating,40.557,-105.017,1500,E,Three individuals foraging in the open woods near the river.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Three individuals foraging in the open woods near the river.,none,success
XC114081,Pica hudsonia,Pica,hudsonia,,Black-billed Magpie,call,,,0,2012-04-10,07:40,,Rating,40.596,-105.082,1500,E,"'Maag' calls, with traffic noise from nearby downtown.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"'Maag' calls, with traffic noise from nearby downtown.",none,success
XC114085,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0,2012-04-10,09:30,,Rating,40.557,-105.017,1500,E,"""bell""-like calls at close range.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"""bell""-like calls at close range.",none,success
XC114086,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,0,2012-12-03,14:26,,Rating,44.942,-93.259,260,E,Calls from a single bird foraging in conifer tree in an urban park.,Creative Commons Attribution-ShareAlike 3.0,"Calls from a single bird foraging in conifer tree in an urban park.
Distance to microphone: 2m.",American Crow Corvus brachyrhynchos,success
XC114087,Spinus tristis,Spinus,tristis,,American Goldfinch,song,,,0,2012-05-06,06:51,,Rating,40.57,-105.029,1500,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Red-winged Blackbird Agelaius phoeniceus,success
XC114342,Spinus tristis,Spinus,tristis,,American Goldfinch,call,,,0,2012-08-16,07:00,,Rating,48.32,-123.546,5,E,Hatch year birds feeding on their own.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Hatch year birds feeding on their own.,Red-breasted Nuthatch Sitta canadensis,success
XC114550,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-09-29,07:30,,Rating,37.9005,-122.6444,0,E,Calls from 1 or 2 birds of flock in beach-side conifers,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Calls from 1 or 2 birds of flock in beach-side conifers,Black Phoebe Sayornis nigricans,success
XC114551,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2011-04-10,08:00,,Rating,40.2247,-105.2714,1600,E,Solo bird calling from top of tree,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Solo bird calling from top of tree,none,success
XC114552,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2011-04-10,08:00,,Rating,40.2247,-105.2714,1600,E,Solo bird calling from top of tree; same individual as XC114551.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Solo bird calling from top of tree; same individual as XC114551.,none,success
XC114554,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2008-05-29,08:00,,Rating,40.3572,-105.6122,2500,E,Solo bird calling from top of tree.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Solo bird calling from top of tree.,none,success
XC114555,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2008-05-29,08:00,,Rating,40.3572,-105.6122,2500,E,Solo bird calling from top of tree; same individual as XC114554.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Solo bird calling from top of tree; same individual as XC114554.,none,success
XC114556,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,song,,,0,2008-05-29,08:00,,Rating,40.3572,-105.6122,2500,E,Solo bird giving soft whisper song from top of tree; same individual as XC114554.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Solo bird giving soft whisper song from top of tree; same individual as XC114554.,none,success
XC114557,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2009-06-15,06:00,,Rating,40.3046,-105.4856,2700,E,"Distant solo bird, calling.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Distant solo bird, calling.",none,success
XC114558,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2009-03-24,09:00,,Rating,37.6917,-121.1868,10,E,"Solo bird, calling in flight.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Solo bird, calling in flight.",none,success
XC114559,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2007-10-21,14:00,,Rating,45.9968,-121.5311,600,E,"One member of a flock, giving harsh scrapes and groans as it dive-bombs a sitting Cooper's Hawk.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"One member of a flock, giving harsh scrapes and groans as it dive-bombs a sitting Cooper's Hawk.",none,success
XC114560,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2007-10-21,14:00,,Rating,45.9968,-121.5311,600,E,Various calls from members of a loose flock.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Various calls from members of a loose flock.,none,success
XC114561,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2008-01-03,09:00,,Rating,33.565,-117.8151,20,E,Calls from 2 of 5 individuals flying by together.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Calls from 2 of 5 individuals flying by together.,none,success
XC11476,Icterus galbula,Icterus,galbula,,Baltimore Oriole,call,"male, female",,0,1993-05-16,,,Rating,42.5759,-82.8087,175,E,"Female, in-hand.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Female, in-hand.",none,success
XC114930,Chroicocephalus philadelphia,Chroicocephalus,philadelphia,,Bonaparte's Gull,call,"male, female",,0,2010-06-20,15:36,,Rating,58.7444,-93.8784,10,E,"Calls from male-female pair, perched in tree tops, near their nest. This track consists of three original cuts (recorded over a ~5 min period), concatenated and bandstop filtered (Lower limit: 0 Hz; upper limit: 250 Hz).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Calls from male-female pair, perched in tree tops, near their nest. This track consists of three original cuts (recorded over a ~5 min period), concatenated and bandstop filtered (Lower limit: 0 Hz; upper limit: 250 Hz).",none,success
XC115430,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2012-12-24,11:30,,Rating,43.0802,-96.1643,440,E,Soft calls from wintering birds foraging in restored prairie habitat.,Creative Commons Attribution-ShareAlike 3.0,Soft calls from wintering birds foraging in restored prairie habitat.,none,success
XC115587,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,call,,,0,2012-12-26,11:00,,Rating,9.5878,-85.0937,05,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC115594,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2012-12-26,11:18,,Rating,43.0802,-96.1643,440,E,Flock calls from a wintering flock of 30-40 birds in restored prairie,Creative Commons Attribution-ShareAlike 3.0,Flock calls from a wintering flock of 30-40 birds in restored prairie,Dark-eyed Junco Junco hyemalis,success
XC115938,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-09-24,08:00,,Rating,48.6583,-119.192,700,E,natural vocalizations; calls from a few in a larger flock moving through open ranchland along a highway. Traffic noise in the background.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalizations; calls from a few in a larger flock moving through open ranchland along a highway. Traffic noise in the background.,.,success
XC115939,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-09-24,08:00,,Rating,48.6583,-119.192,700,E,natural vocalizations; calls from a few in a larger flock moving through open ranchland along a highway. Traffic noise in the background.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalizations; calls from a few in a larger flock moving through open ranchland along a highway. Traffic noise in the background.,.,success
XC115940,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-09-24,08:00,,Rating,48.6583,-119.192,700,E,natural vocalizations; calls from a few in a larger flock moving through open ranchland along a highway. Traffic noise in the background.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalizations; calls from a few in a larger flock moving through open ranchland along a highway. Traffic noise in the background.,.,success
XC116054,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,flight,,,0,2012-11-10,16:00,,Rating,41.1867,-73.8767,,E,"Recorded from a boat, bird circling at a distance.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Recorded from a boat, bird circling at a distance.",none,success
XC116055,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,flight,,,0,2012-12-28,16:35,,Rating,39.2518,-75.4527,,E,Circling over and calling.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Circling over and calling.,none,success
XC116056,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,flight,,,0,2012-12-28,16:35,,Rating,39.2518,-75.4527,,E,"Calls while flying away, flushed?",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Calls while flying away, flushed?",Hairy Woodpecker Leuconotopicus villosus,success
XC116372,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0,2012-12-14,13:40,,Rating,41.8354,-111.8233,1400,E,"A single Buteo-like call. Vagrant, out of expected range. Same individual as in XC116373 and XC116374. More info.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"A single Buteo-like call. Vagrant, out of expected range. Same individual as in XC116373 and XC116374. More info.",House Finch Haemorhous mexicanus,success
XC116373,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0,2012-12-14,13:45,,Rating,41.8354,-111.8233,1400,E,"Typical ""jay"" calls. Vagrant, out of expected range. Same individual as in XC116372 and XC116374. Some intervals shortened. More info.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Typical ""jay"" calls. Vagrant, out of expected range. Same individual as in XC116372 and XC116374. Some intervals shortened. More info.",House Finch Haemorhous mexicanus,success
XC116374,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0,2012-12-14,13:50,,Rating,41.8354,-111.8233,1400,E,"Typical ""jay"" calls. Vagrant, out of expected range. Same individual as in XC116372 and XC116373. Natural intervals. More info.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Typical ""jay"" calls. Vagrant, out of expected range. Same individual as in XC116372 and XC116373. Natural intervals. More info.",none,success
XC11722,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,,,0,2006-07-20,14:00,,Rating,28.8434,-106.4112,1400,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
